entry_id,field4,field5,field1,field2,field3,loc,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14
2569,22.00,31.00,5.00,10.00,2569.00,'$GNGGA,075205.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2570,23.00,34.00,2.00,11.00,2570.00,'$GNGGA,075216.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2571,24.00,32.00,5.00,17.00,2571.00,'$GNGGA,075227.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2572,22.00,34.00,6.00,14.00,2572.00,'$GNGGA,075238.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2573,24.00,32.00,7.00,17.00,2573.00,'$GNGGA,075249.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2574,22.00,30.00,7.00,10.00,2574.00,'$GNGGA,075300.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2575,24.00,32.00,3.00,19.00,2575.00,'$GNGGA,075311.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2576,24.00,32.00,5.00,13.00,2576.00,'$GNGGA,075322.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2577,23.00,34.00,3.00,14.00,2577.00,'$GNGGA,075333.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2578,23.00,31.00,9.00,14.00,2578.00,'$GNGGA,075344.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2579,21.00,34.00,8.00,15.00,2579.00,'$GNGGA,075355.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2580,22.00,30.00,9.00,16.00,2580.00,'$GNGGA,075406.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
2581,22.00,33.00,9.00,13.00,2581.00,'$GNGGA,075417.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
2582,21.00,32.00,3.00,19.00,2582.00,'$GNGGA,075428.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2583,20.00,34.00,7.00,16.00,2583.00,'$GNGGA,075439.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2584,22.00,30.00,8.00,11.00,2584.00,'$GNGGA,075450.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
2585,23.00,32.00,2.00,18.00,2585.00,'$GNGGA,075501.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2586,23.00,32.00,4.00,10.00,2586.00,'$GNGGA,075512.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
2587,21.00,30.00,8.00,11.00,2587.00,'$GNGGA,075523.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2588,23.00,34.00,5.00,19.00,2588.00,'$GNGGA,075534.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
2589,23.00,31.00,2.00,12.00,2589.00,'$GNGGA,075545.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2590,24.00,34.00,2.00,16.00,2590.00,'$GNGGA,075556.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
2591,20.00,32.00,9.00,12.00,2591.00,'$GNGGA,075607.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
2592,22.00,32.00,9.00,14.00,2592.00,'$GNGGA,075618.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2593,23.00,31.00,6.00,15.00,2593.00,'$GNGGA,075629.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2594,21.00,31.00,4.00,18.00,2594.00,'$GNGGA,075640.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
2595,23.00,34.00,7.00,17.00,2595.00,'$GNGGA,075651.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
2596,21.00,33.00,6.00,14.00,2596.00,'$GNGGA,075702.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2597,20.00,32.00,6.00,17.00,2597.00,'$GNGGA,075713.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2598,20.00,32.00,8.00,10.00,2598.00,'$GNGGA,075724.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
2599,20.00,30.00,9.00,12.00,2599.00,'$GNGGA,075735.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
2600,23.00,33.00,9.00,11.00,2600.00,'$GNGGA,075746.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2601,20.00,30.00,4.00,17.00,2601.00,'$GNGGA,075757.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2602,22.00,34.00,7.00,17.00,2602.00,'$GNGGA,075808.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2603,23.00,30.00,8.00,19.00,2603.00,'$GNGGA,075819.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2604,21.00,32.00,6.00,19.00,2604.00,'$GNGGA,075830.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2605,22.00,30.00,5.00,13.00,2605.00,'$GNGGA,075841.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2606,20.00,34.00,7.00,16.00,2606.00,'$GNGGA,075852.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2607,24.00,32.00,3.00,12.00,2607.00,'$GNGGA,075903.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2608,21.00,34.00,2.00,15.00,2608.00,'$GNGGA,075914.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2609,20.00,30.00,3.00,10.00,2609.00,'$GNGGA,075925.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2610,23.00,32.00,8.00,12.00,2610.00,'$GNGGA,075936.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2611,20.00,31.00,5.00,12.00,2611.00,'$GNGGA,075947.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2612,21.00,32.00,6.00,13.00,2612.00,'$GNGGA,075958.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2613,21.00,33.00,9.00,11.00,2613.00,'$GNGGA,080009.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2614,22.00,32.00,2.00,15.00,2614.00,'$GNGGA,080020.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2615,21.00,32.00,4.00,17.00,2615.00,'$GNGGA,080031.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2616,20.00,31.00,3.00,11.00,2616.00,'$GNGGA,080042.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2617,22.00,32.00,7.00,14.00,2617.00,'$GNGGA,080053.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2618,22.00,32.00,8.00,15.00,2618.00,'$GNGGA,080104.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2619,21.00,33.00,6.00,16.00,2619.00,'$GNGGA,080115.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2620,21.00,34.00,5.00,10.00,2620.00,'$GNGGA,080126.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2621,24.00,32.00,3.00,12.00,2621.00,'$GNGGA,080137.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2622,21.00,33.00,8.00,19.00,2622.00,'$GNGGA,080148.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2623,23.00,32.00,3.00,16.00,2623.00,'$GNGGA,080159.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2624,24.00,32.00,5.00,17.00,2624.00,'$GNGGA,080210.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2625,22.00,32.00,3.00,12.00,2625.00,'$GNGGA,080221.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2626,20.00,33.00,3.00,10.00,2626.00,'$GNGGA,080232.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2627,20.00,33.00,7.00,14.00,2627.00,'$GNGGA,080243.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2628,22.00,31.00,3.00,15.00,2628.00,'$GNGGA,080254.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2629,24.00,30.00,8.00,13.00,2629.00,'$GNGGA,080305.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2630,22.00,31.00,7.00,19.00,2630.00,'$GNGGA,080316.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2631,24.00,33.00,2.00,12.00,2631.00,'$GNGGA,080327.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2632,20.00,34.00,9.00,19.00,2632.00,'$GNGGA,080338.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
2633,20.00,32.00,3.00,17.00,2633.00,'$GNGGA,080349.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2634,20.00,32.00,2.00,10.00,2634.00,'$GNGGA,080400.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2635,22.00,31.00,2.00,11.00,2635.00,'$GNGGA,080411.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2636,24.00,33.00,2.00,19.00,2636.00,'$GNGGA,080422.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2637,24.00,31.00,7.00,18.00,2637.00,'$GNGGA,080433.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2638,20.00,30.00,8.00,19.00,2638.00,'$GNGGA,080444.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2639,21.00,31.00,3.00,17.00,2639.00,'$GNGGA,080455.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2640,21.00,30.00,2.00,10.00,2640.00,'$GNGGA,080506.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2641,21.00,33.00,6.00,19.00,2641.00,'$GNGGA,080517.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2642,22.00,33.00,8.00,15.00,2642.00,'$GNGGA,080528.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2643,22.00,31.00,3.00,10.00,2643.00,'$GNGGA,080539.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2644,21.00,32.00,2.00,14.00,2644.00,'$GNGGA,080550.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2645,21.00,32.00,6.00,11.00,2645.00,'$GNGGA,080601.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2646,22.00,32.00,4.00,10.00,2646.00,'$GNGGA,080612.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2647,21.00,34.00,4.00,16.00,2647.00,'$GNGGA,080623.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2648,20.00,32.00,9.00,18.00,2648.00,'$GNGGA,080634.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2649,22.00,30.00,3.00,13.00,2649.00,'$GNGGA,080645.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2650,20.00,33.00,8.00,19.00,2650.00,'$GNGGA,080656.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2651,23.00,33.00,4.00,15.00,2651.00,'$GNGGA,080707.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2652,23.00,31.00,5.00,13.00,2652.00,'$GNGGA,080718.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2653,23.00,33.00,4.00,15.00,2653.00,'$GNGGA,080729.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
2654,21.00,30.00,8.00,12.00,2654.00,'$GNGGA,080740.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2655,21.00,32.00,6.00,12.00,2655.00,'$GNGGA,080751.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2656,23.00,34.00,9.00,12.00,2656.00,'$GNGGA,080802.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2657,20.00,31.00,2.00,18.00,2657.00,'$GNGGA,080813.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2658,22.00,31.00,4.00,11.00,2658.00,'$GNGGA,080824.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2659,21.00,30.00,4.00,14.00,2659.00,'$GNGGA,080835.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2660,24.00,30.00,9.00,17.00,2660.00,'$GNGGA,080846.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2661,23.00,31.00,6.00,14.00,2661.00,'$GNGGA,080857.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2662,24.00,32.00,7.00,17.00,2662.00,'$GNGGA,080908.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2663,24.00,33.00,6.00,11.00,2663.00,'$GNGGA,080919.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2664,21.00,33.00,6.00,17.00,2664.00,'$GNGGA,080930.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2665,21.00,30.00,8.00,13.00,2665.00,'$GNGGA,080941.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
2666,22.00,33.00,7.00,16.00,2666.00,'$GNGGA,080952.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2667,22.00,33.00,8.00,17.00,2667.00,'$GNGGA,081003.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2668,20.00,32.00,4.00,14.00,2668.00,'$GNGGA,081014.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2669,24.00,30.00,7.00,18.00,2669.00,'$GNGGA,081025.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2670,23.00,33.00,5.00,13.00,2670.00,'$GNGGA,081036.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2671,20.00,33.00,5.00,13.00,2671.00,'$GNGGA,081047.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2672,23.00,33.00,4.00,15.00,2672.00,'$GNGGA,081058.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
2673,21.00,30.00,7.00,19.00,2673.00,'$GNGGA,081109.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2674,21.00,34.00,7.00,18.00,2674.00,'$GNGGA,081120.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2675,23.00,33.00,5.00,12.00,2675.00,'$GNGGA,081131.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2676,24.00,31.00,9.00,17.00,2676.00,'$GNGGA,081142.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2677,23.00,30.00,7.00,19.00,2677.00,'$GNGGA,081153.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2678,21.00,33.00,8.00,15.00,2678.00,'$GNGGA,081204.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2679,22.00,32.00,2.00,11.00,2679.00,'$GNGGA,081215.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2680,21.00,34.00,3.00,17.00,2680.00,'$GNGGA,081226.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2681,22.00,32.00,2.00,18.00,2681.00,'$GNGGA,081237.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2682,20.00,32.00,6.00,18.00,2682.00,'$GNGGA,081248.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2683,21.00,33.00,9.00,16.00,2683.00,'$GNGGA,081259.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
2684,21.00,32.00,3.00,17.00,2684.00,'$GNGGA,081310.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2685,21.00,30.00,8.00,11.00,2685.00,'$GNGGA,081321.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2686,23.00,30.00,9.00,13.00,2686.00,'$GNGGA,081332.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2687,21.00,31.00,8.00,18.00,2687.00,'$GNGGA,081343.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2688,20.00,34.00,9.00,10.00,2688.00,'$GNGGA,081354.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
2689,22.00,32.00,9.00,11.00,2689.00,'$GNGGA,081405.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2690,22.00,30.00,8.00,19.00,2690.00,'$GNGGA,081416.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2691,24.00,34.00,3.00,13.00,2691.00,'$GNGGA,081427.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2692,21.00,32.00,2.00,16.00,2692.00,'$GNGGA,081438.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2693,24.00,31.00,9.00,11.00,2693.00,'$GNGGA,081449.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
2694,23.00,33.00,3.00,10.00,2694.00,'$GNGGA,081500.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2695,23.00,33.00,2.00,19.00,2695.00,'$GNGGA,081511.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2696,24.00,30.00,2.00,18.00,2696.00,'$GNGGA,081522.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2697,21.00,32.00,3.00,19.00,2697.00,'$GNGGA,081533.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2698,22.00,33.00,5.00,11.00,2698.00,'$GNGGA,081544.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2699,24.00,34.00,4.00,16.00,2699.00,'$GNGGA,081555.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2700,24.00,31.00,8.00,10.00,2700.00,'$GNGGA,081606.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2701,24.00,31.00,5.00,19.00,2701.00,'$GNGGA,081617.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2702,22.00,32.00,9.00,10.00,2702.00,'$GNGGA,081628.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2703,21.00,31.00,8.00,19.00,2703.00,'$GNGGA,081639.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2704,23.00,34.00,9.00,18.00,2704.00,'$GNGGA,081650.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2705,22.00,31.00,3.00,10.00,2705.00,'$GNGGA,081701.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2706,20.00,31.00,6.00,13.00,2706.00,'$GNGGA,081712.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2707,21.00,34.00,2.00,11.00,2707.00,'$GNGGA,081723.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2708,23.00,34.00,4.00,12.00,2708.00,'$GNGGA,081734.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2709,22.00,30.00,5.00,18.00,2709.00,'$GNGGA,081745.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2710,23.00,32.00,2.00,13.00,2710.00,'$GNGGA,081756.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2711,20.00,31.00,2.00,17.00,2711.00,'$GNGGA,081807.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2712,20.00,30.00,8.00,11.00,2712.00,'$GNGGA,081818.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2713,24.00,34.00,4.00,10.00,2713.00,'$GNGGA,081829.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2714,24.00,33.00,7.00,19.00,2714.00,'$GNGGA,081840.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2715,21.00,33.00,5.00,10.00,2715.00,'$GNGGA,081851.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2716,20.00,30.00,2.00,10.00,2716.00,'$GNGGA,081902.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2717,20.00,31.00,2.00,13.00,2717.00,'$GNGGA,081913.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2718,24.00,33.00,8.00,14.00,2718.00,'$GNGGA,081924.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2719,22.00,31.00,2.00,11.00,2719.00,'$GNGGA,081935.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2720,20.00,33.00,8.00,12.00,2720.00,'$GNGGA,081946.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2721,23.00,34.00,4.00,19.00,2721.00,'$GNGGA,081957.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2722,20.00,32.00,8.00,11.00,2722.00,'$GNGGA,082008.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2723,22.00,33.00,5.00,14.00,2723.00,'$GNGGA,082019.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
2724,21.00,30.00,3.00,13.00,2724.00,'$GNGGA,082030.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2725,23.00,31.00,4.00,19.00,2725.00,'$GNGGA,082041.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2726,24.00,30.00,9.00,18.00,2726.00,'$GNGGA,082052.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2727,20.00,33.00,3.00,18.00,2727.00,'$GNGGA,082103.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2728,24.00,31.00,3.00,19.00,2728.00,'$GNGGA,082114.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2729,22.00,34.00,5.00,16.00,2729.00,'$GNGGA,082125.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
2730,21.00,31.00,4.00,13.00,2730.00,'$GNGGA,082136.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2731,22.00,33.00,7.00,15.00,2731.00,'$GNGGA,082147.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2732,21.00,33.00,4.00,12.00,2732.00,'$GNGGA,082158.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
2733,21.00,30.00,3.00,17.00,2733.00,'$GNGGA,082209.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
2734,23.00,31.00,3.00,10.00,2734.00,'$GNGGA,082220.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2735,20.00,32.00,7.00,14.00,2735.00,'$GNGGA,082231.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2736,20.00,30.00,4.00,17.00,2736.00,'$GNGGA,082242.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2737,20.00,30.00,7.00,17.00,2737.00,'$GNGGA,082253.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
2738,23.00,31.00,9.00,11.00,2738.00,'$GNGGA,082304.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2739,24.00,34.00,6.00,15.00,2739.00,'$GNGGA,082315.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2740,23.00,34.00,2.00,10.00,2740.00,'$GNGGA,082326.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2741,21.00,33.00,3.00,10.00,2741.00,'$GNGGA,082337.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2742,23.00,31.00,6.00,19.00,2742.00,'$GNGGA,082348.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2743,23.00,32.00,4.00,19.00,2743.00,'$GNGGA,082359.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
2744,22.00,33.00,8.00,18.00,2744.00,'$GNGGA,082410.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2745,21.00,32.00,4.00,18.00,2745.00,'$GNGGA,082421.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
2746,23.00,32.00,3.00,19.00,2746.00,'$GNGGA,082432.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2747,20.00,34.00,2.00,10.00,2747.00,'$GNGGA,082443.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
2748,20.00,34.00,2.00,16.00,2748.00,'$GNGGA,082454.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
2749,23.00,31.00,8.00,18.00,2749.00,'$GNGGA,082505.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2750,23.00,31.00,8.00,14.00,2750.00,'$GNGGA,082516.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
2751,22.00,31.00,6.00,19.00,2751.00,'$GNGGA,082527.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
2752,23.00,31.00,6.00,16.00,2752.00,'$GNGGA,082538.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
